invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount,AgeCategory
I100742,C422142,Female,58,Food & Beverage,3,15.69,Credit Card,05-Apr-22,Metropol AVM,47.07,55-64
I100760,C800785,Female,18,Books,4,60.6,Credit Card,19-Jan-21,Mall of Istanbul,242.4,18-24
I100764,C564073,Male,54,Cosmetics,3,121.98,Credit Card,07-Feb-23,Istinye Park,365.94,45-54
I100770,C140792,Female,61,Toys,5,179.2,Credit Card,10-Apr-21,Metropol AVM,896,55-64
I100771,C235228,Female,23,Food & Beverage,3,15.69,Credit Card,07-Mar-22,Istinye Park,47.07,18-24
I100777,C303252,Female,38,Toys,3,107.52,Credit Card,29-Oct-21,Kanyon,322.56,35-44
I100780,C191396,Female,62,Books,3,45.45,Credit Card,06-Apr-21,Mall of Istanbul,136.35,55-64
I100797,C224221,Male,23,Shoes,4,2400.68,Credit Card,17-Oct-21,Metropol AVM,9602.72,18-24
I100814,C130818,Female,38,Books,3,45.45,Credit Card,12-Aug-22,Mall of Istanbul,136.35,35-44
I100829,C115788,Male,32,Souvenir,5,58.65,Credit Card,30-Jul-21,Istinye Park,293.25,25-34
I100842,C143467,Female,45,Food & Beverage,5,26.15,Credit Card,08-Jun-21,Forum Istanbul,130.75,45-54
I100851,C256797,Female,32,Cosmetics,1,40.66,Credit Card,10-Sep-22,Istinye Park,40.66,25-34
I100897,C402407,Male,61,Shoes,4,2400.68,Credit Card,05-Oct-22,Kanyon,9602.72,55-64
I100911,C330379,Female,18,Technology,1,1050,Credit Card,29-Aug-21,Metrocity,1050,18-24
I100914,C299493,Female,22,Food & Beverage,1,5.23,Credit Card,17-Sep-22,Kanyon,5.23,18-24
I100919,C189282,Female,31,Cosmetics,1,40.66,Credit Card,04-May-21,Kanyon,40.66,25-34
I100921,C323178,Female,53,Cosmetics,4,162.64,Credit Card,25-Aug-21,Metrocity,650.56,45-54
I100923,C139812,Female,41,Food & Beverage,1,5.23,Credit Card,08-Apr-22,Istinye Park,5.23,35-44
I100929,C224506,Male,59,Cosmetics,1,40.66,Credit Card,12-Feb-21,Mall of Istanbul,40.66,55-64
I101022,C237146,Female,25,Toys,3,107.52,Credit Card,21-Sep-21,Kanyon,322.56,25-34
I101031,C215753,Female,52,Cosmetics,4,162.64,Credit Card,18-Nov-21,Metropol AVM,650.56,45-54
I101051,C722098,Male,59,Shoes,3,1800.51,Credit Card,13-Jun-21,Mall of Istanbul,5401.53,55-64
I101070,C330130,Female,18,Technology,1,1050,Credit Card,21-Apr-22,Kanyon,1050,18-24
I101115,C540954,Female,30,Cosmetics,4,162.64,Credit Card,01-Aug-21,Metrocity,650.56,25-34
I101131,C329519,Female,22,Cosmetics,5,203.3,Credit Card,22-Aug-22,Metropol AVM,1016.5,18-24
I101146,C303865,Male,26,Food & Beverage,2,10.46,Credit Card,25-Dec-22,Viaport Outlet,20.92,25-34
I101167,C492992,Female,39,Food & Beverage,5,26.15,Credit Card,31-Jan-22,Istinye Park,130.75,35-44
I101185,C269338,Female,60,Cosmetics,3,121.98,Credit Card,20-May-22,Istinye Park,365.94,55-64
I101190,C115198,Female,66,Food & Beverage,1,5.23,Credit Card,02-Apr-21,Istinye Park,5.23,65+
I101193,C298074,Female,69,Food & Beverage,5,26.15,Credit Card,04-May-21,Viaport Outlet,130.75,65+
I101201,C296680,Male,51,Cosmetics,2,81.32,Credit Card,20-Jun-22,Forum Istanbul,162.64,45-54
I101219,C296170,Female,52,Books,1,15.15,Credit Card,30-Apr-22,Kanyon,15.15,45-54
I101239,C362001,Female,25,Technology,2,2100,Credit Card,14-Mar-21,Metrocity,4200,25-34
I101252,C998123,Female,23,Toys,2,71.68,Credit Card,21-Jan-21,Forum Istanbul,143.36,18-24
I101263,C268120,Male,69,Food & Beverage,4,20.92,Credit Card,12-Dec-22,Mall of Istanbul,83.68,65+
I101283,C294350,Female,48,Food & Beverage,1,5.23,Credit Card,19-Jun-22,Metrocity,5.23,45-54
I101290,C208569,Female,31,Souvenir,4,46.92,Credit Card,13-Feb-23,Mall of Istanbul,187.68,25-34
I101301,C211329,Male,39,Food & Beverage,5,26.15,Credit Card,12-Dec-22,Kanyon,130.75,35-44
I101308,C551127,Male,18,Shoes,2,1200.34,Credit Card,12-Mar-21,Mall of Istanbul,2400.68,18-24
I101313,C463777,Female,62,Souvenir,1,11.73,Credit Card,09-Feb-21,Kanyon,11.73,55-64
I101344,C107378,Male,54,Shoes,4,2400.68,Credit Card,05-Sep-22,Kanyon,9602.72,45-54
I101347,C280063,Female,58,Toys,2,71.68,Credit Card,26-Sep-21,Kanyon,143.36,55-64
I101360,C540352,Female,39,Shoes,5,3000.85,Credit Card,11-Jul-21,Mall of Istanbul,15004.25,35-44
I101368,C236364,Male,60,Books,4,60.6,Credit Card,07-Feb-21,Istinye Park,242.4,55-64
I101370,C313925,Female,59,Toys,5,179.2,Credit Card,22-Oct-21,Kanyon,896,55-64
I101372,C180019,Female,22,Toys,5,179.2,Credit Card,05-Jun-21,Forum Istanbul,896,18-24
I101383,C151482,Female,29,Cosmetics,5,203.3,Credit Card,25-Apr-22,Metrocity,1016.5,25-34
I101398,C152504,Female,27,Cosmetics,2,81.32,Credit Card,14-Sep-22,Mall of Istanbul,162.64,25-34
I101419,C502529,Male,54,Toys,2,71.68,Credit Card,11-Mar-21,Istinye Park,143.36,45-54
I101429,C148693,Female,50,Books,4,60.6,Credit Card,17-Apr-21,Mall of Istanbul,242.4,45-54
I101433,C208860,Male,40,Food & Beverage,3,15.69,Credit Card,10-Aug-22,Mall of Istanbul,47.07,35-44
I101435,C245633,Female,29,Toys,2,71.68,Credit Card,04-Aug-22,Metropol AVM,143.36,25-34
I101442,C837574,Female,29,Cosmetics,4,162.64,Credit Card,05-Sep-21,Mall of Istanbul,650.56,25-34
I101445,C171342,Female,18,Cosmetics,4,162.64,Credit Card,02-May-22,Kanyon,650.56,18-24
I101449,C220137,Male,33,Cosmetics,4,162.64,Credit Card,05-Dec-21,Metrocity,650.56,25-34
I101456,C283434,Male,36,Technology,4,4200,Credit Card,26-Dec-22,Kanyon,16800,35-44
I101475,C204569,Female,54,Souvenir,3,35.19,Credit Card,04-Aug-21,Kanyon,105.57,45-54
I101480,C145217,Female,29,Books,1,15.15,Credit Card,15-Jan-23,Metrocity,15.15,25-34
I101489,C287411,Male,56,Toys,1,35.84,Credit Card,14-Mar-22,Zorlu Center,35.84,55-64
I101511,C286261,Male,58,Food & Beverage,4,20.92,Credit Card,06-Oct-21,Kanyon,83.68,55-64
I101535,C219503,Female,39,Cosmetics,4,162.64,Credit Card,01-Mar-23,Istinye Park,650.56,35-44
I101536,C323102,Female,66,Toys,2,71.68,Credit Card,07-Dec-22,Emaar Square Mall,143.36,65+
I101537,C168070,Female,26,Souvenir,1,11.73,Credit Card,06-Nov-21,Cevahir AVM,11.73,25-34
I101544,C208879,Female,48,Cosmetics,2,81.32,Credit Card,13-Feb-21,Metrocity,162.64,45-54
I101546,C121708,Female,45,Shoes,2,1200.34,Credit Card,18-Feb-23,Metrocity,2400.68,45-54
I101569,C148240,Male,21,Toys,2,71.68,Credit Card,14-Jul-22,Emaar Square Mall,143.36,18-24
I101574,C178897,Female,32,Food & Beverage,2,10.46,Credit Card,02-Feb-23,Kanyon,20.92,25-34
I101585,C157226,Female,65,Books,3,45.45,Credit Card,26-Sep-22,Mall of Istanbul,136.35,65+
I101592,C228966,Female,54,Books,1,15.15,Credit Card,25-Oct-21,Kanyon,15.15,45-54
I101598,C338372,Female,59,Cosmetics,2,81.32,Credit Card,30-Jul-21,Metrocity,162.64,55-64
I101612,C185174,Male,39,Toys,3,107.52,Credit Card,28-Dec-22,Metrocity,322.56,35-44
I101641,C483550,Male,37,Toys,3,107.52,Credit Card,06-Dec-21,Cevahir AVM,322.56,35-44
I101658,C254846,Female,63,Cosmetics,1,40.66,Credit Card,18-Sep-21,Mall of Istanbul,40.66,55-64
I101667,C142998,Female,41,Souvenir,5,58.65,Credit Card,14-Sep-22,Metrocity,293.25,35-44
I101669,C308898,Male,32,Toys,3,107.52,Credit Card,01-Aug-22,Viaport Outlet,322.56,25-34
I101672,C976493,Male,21,Books,2,30.3,Credit Card,23-Jan-21,Metrocity,60.6,18-24
I101674,C284838,Male,22,Cosmetics,1,40.66,Credit Card,12-Jun-21,Viaport Outlet,40.66,18-24
I101677,C518156,Female,22,Books,5,75.75,Credit Card,23-Jan-21,Cevahir AVM,378.75,18-24
I101684,C280909,Female,25,Souvenir,5,58.65,Credit Card,28-Aug-22,Mall of Istanbul,293.25,25-34
I101700,C156564,Male,56,Cosmetics,2,81.32,Credit Card,04-Mar-22,Istinye Park,162.64,55-64
I101703,C113813,Female,65,Cosmetics,1,40.66,Credit Card,01-Nov-22,Mall of Istanbul,40.66,65+
I101704,C568729,Female,22,Toys,3,107.52,Credit Card,10-May-21,Kanyon,322.56,18-24
I101711,C354279,Male,48,Food & Beverage,3,15.69,Credit Card,18-Jun-21,Metropol AVM,47.07,45-54
I101730,C378627,Female,41,Toys,5,179.2,Credit Card,19-Dec-21,Kanyon,896,35-44
I101734,C150574,Female,26,Shoes,2,1200.34,Credit Card,08-Sep-21,Metropol AVM,2400.68,25-34
I101741,C319933,Male,68,Shoes,3,1800.51,Credit Card,21-Jul-21,Mall of Istanbul,5401.53,65+
I101742,C123907,Female,34,Toys,5,179.2,Credit Card,17-Jan-21,Mall of Istanbul,896,25-34
I101753,C336142,Female,29,Cosmetics,5,203.3,Credit Card,25-Apr-21,Istinye Park,1016.5,25-34
I101767,C181289,Female,30,Food & Beverage,4,20.92,Credit Card,22-Oct-22,Metropol AVM,83.68,25-34
I101768,C249684,Female,56,Cosmetics,3,121.98,Credit Card,24-Jan-22,Mall of Istanbul,365.94,55-64
I101782,C221270,Female,26,Cosmetics,5,203.3,Credit Card,22-Jun-21,Mall of Istanbul,1016.5,25-34
I101790,C310170,Female,68,Books,1,15.15,Credit Card,06-Sep-21,Kanyon,15.15,65+
I101799,C789602,Female,59,Technology,3,3150,Credit Card,18-May-22,Viaport Outlet,9450,55-64
I101810,C259949,Female,69,Toys,4,143.36,Credit Card,05-Jul-21,Emaar Square Mall,573.44,65+
I101829,C207614,Female,52,Technology,2,2100,Credit Card,25-Nov-21,Istinye Park,4200,45-54
I101832,C261194,Female,40,Cosmetics,3,121.98,Credit Card,25-Dec-22,Kanyon,365.94,35-44
I101837,C288430,Female,33,Shoes,4,2400.68,Credit Card,14-May-22,Metrocity,9602.72,25-34
I101842,C158131,Female,62,Shoes,1,600.17,Credit Card,27-Apr-21,Metropol AVM,600.17,55-64
I101862,C352919,Female,24,Shoes,2,1200.34,Credit Card,02-Dec-22,Viaport Outlet,2400.68,18-24
I101879,C419320,Male,52,Cosmetics,2,81.32,Credit Card,18-Jun-21,Kanyon,162.64,45-54
I101885,C199456,Male,57,Books,4,60.6,Credit Card,18-Apr-21,Forum Istanbul,242.4,55-64
I101893,C586871,Female,36,Food & Beverage,1,5.23,Credit Card,12-Apr-22,Viaport Outlet,5.23,35-44
I101896,C113243,Male,51,Food & Beverage,2,10.46,Credit Card,27-Mar-22,Kanyon,20.92,45-54
I101904,C106038,Female,23,Souvenir,1,11.73,Credit Card,22-Feb-21,Kanyon,11.73,18-24
I101906,C306258,Male,65,Shoes,2,1200.34,Credit Card,29-May-22,Metrocity,2400.68,65+
I101921,C243839,Female,39,Books,3,45.45,Credit Card,16-Feb-23,Emaar Square Mall,136.35,35-44
I101927,C156809,Male,53,Books,2,30.3,Credit Card,15-Jun-21,Mall of Istanbul,60.6,45-54
I101974,C184510,Male,57,Toys,5,179.2,Credit Card,11-Nov-21,Mall of Istanbul,896,55-64
I101983,C889640,Male,57,Toys,1,35.84,Credit Card,16-Sep-21,Zorlu Center,35.84,55-64
I102024,C132062,Female,19,Souvenir,5,58.65,Credit Card,10-Nov-22,Kanyon,293.25,18-24
I102025,C119370,Male,51,Books,3,45.45,Credit Card,14-Sep-22,Forum Istanbul,136.35,45-54
I102042,C539103,Male,42,Cosmetics,3,121.98,Credit Card,01-Aug-21,Kanyon,365.94,35-44
I102045,C105667,Male,40,Food & Beverage,3,15.69,Credit Card,22-May-21,Metropol AVM,47.07,35-44
I102047,C203711,Male,65,Toys,3,107.52,Credit Card,01-Jun-21,Metropol AVM,322.56,65+
I102061,C181574,Male,36,Shoes,5,3000.85,Credit Card,11-Mar-22,Kanyon,15004.25,35-44
I102072,C283005,Female,38,Cosmetics,5,203.3,Credit Card,05-Oct-22,Kanyon,1016.5,35-44
I102082,C402987,Female,31,Souvenir,5,58.65,Credit Card,20-Jun-22,Metrocity,293.25,25-34
I102102,C628484,Male,66,Shoes,2,1200.34,Credit Card,11-Jun-22,Istinye Park,2400.68,65+
I102108,C316403,Female,28,Shoes,4,2400.68,Credit Card,25-Jun-21,Zorlu Center,9602.72,25-34
I102143,C163307,Female,64,Shoes,3,1800.51,Credit Card,19-Jan-22,Kanyon,5401.53,55-64
I102162,C274417,Female,64,Food & Beverage,3,15.69,Credit Card,12-Feb-23,Metropol AVM,47.07,55-64
I102167,C283282,Female,52,Toys,4,143.36,Credit Card,10-Jun-21,Cevahir AVM,573.44,45-54
I102182,C153009,Male,36,Souvenir,4,46.92,Credit Card,05-Jan-21,Metropol AVM,187.68,35-44
I102188,C306087,Female,24,Cosmetics,3,121.98,Credit Card,11-Feb-23,Metrocity,365.94,18-24
I102193,C327121,Female,38,Cosmetics,4,162.64,Credit Card,08-Jan-22,Metropol AVM,650.56,35-44
I102199,C219898,Male,46,Food & Beverage,1,5.23,Credit Card,01-Dec-21,Kanyon,5.23,45-54
I102202,C174973,Female,60,Technology,4,4200,Credit Card,03-Jul-22,Metropol AVM,16800,55-64
I102205,C688295,Male,23,Food & Beverage,2,10.46,Credit Card,10-Jul-22,Kanyon,20.92,18-24
I102218,C335848,Female,57,Cosmetics,1,40.66,Credit Card,23-Aug-22,Metrocity,40.66,55-64
I102224,C156712,Male,24,Cosmetics,3,121.98,Credit Card,28-Jan-22,Emaar Square Mall,365.94,18-24
I102225,C890104,Female,43,Food & Beverage,4,20.92,Credit Card,12-Jan-22,Metrocity,83.68,35-44
I102229,C194316,Male,58,Food & Beverage,4,20.92,Credit Card,01-Apr-21,Kanyon,83.68,55-64
I102232,C282538,Female,40,Toys,2,71.68,Credit Card,03-Dec-22,Mall of Istanbul,143.36,35-44
I102233,C284826,Female,47,Shoes,5,3000.85,Credit Card,25-Apr-21,Forum Istanbul,15004.25,45-54
I102237,C106693,Female,64,Cosmetics,2,81.32,Credit Card,29-Jul-22,Mall of Istanbul,162.64,55-64
I102254,C830416,Male,65,Shoes,1,600.17,Credit Card,05-Feb-22,Kanyon,600.17,65+
I102283,C889444,Male,36,Books,2,30.3,Credit Card,15-Apr-22,Metrocity,60.6,35-44
I102303,C165489,Male,30,Food & Beverage,4,20.92,Credit Card,13-Jul-22,Mall of Istanbul,83.68,25-34
I102316,C102664,Female,63,Toys,2,71.68,Credit Card,26-Sep-21,Emaar Square Mall,143.36,55-64
I102320,C240298,Female,66,Cosmetics,5,203.3,Credit Card,05-Mar-22,Metrocity,1016.5,65+
I102324,C111343,Female,39,Cosmetics,4,162.64,Credit Card,21-Apr-21,Metrocity,650.56,35-44
I102389,C455912,Male,24,Cosmetics,3,121.98,Credit Card,12-Jun-22,Mall of Istanbul,365.94,18-24
I102405,C296119,Male,23,Technology,4,4200,Credit Card,17-Sep-22,Istinye Park,16800,18-24
I102416,C318747,Male,45,Cosmetics,4,162.64,Credit Card,10-May-21,Emaar Square Mall,650.56,45-54
I102451,C127080,Female,18,Cosmetics,4,162.64,Credit Card,24-Jan-21,Istinye Park,650.56,18-24
I102470,C240359,Male,60,Shoes,5,3000.85,Credit Card,10-Feb-22,Mall of Istanbul,15004.25,55-64
I102481,C521673,Male,66,Shoes,4,2400.68,Credit Card,22-Apr-22,Kanyon,9602.72,65+
I102490,C191187,Female,35,Souvenir,4,46.92,Credit Card,18-Dec-22,Mall of Istanbul,187.68,35-44
I102491,C534732,Female,41,Shoes,2,1200.34,Credit Card,15-Sep-22,Metropol AVM,2400.68,35-44
I102512,C199702,Male,61,Shoes,2,1200.34,Credit Card,09-Oct-21,Forum Istanbul,2400.68,55-64
I102518,C904918,Female,46,Shoes,1,600.17,Credit Card,22-Jun-21,Kanyon,600.17,45-54
I102520,C531894,Female,33,Books,4,60.6,Credit Card,22-Jan-21,Emaar Square Mall,242.4,25-34
I102521,C314327,Female,23,Food & Beverage,2,10.46,Credit Card,15-Aug-21,Emaar Square Mall,20.92,18-24
I102526,C317197,Male,33,Cosmetics,3,121.98,Credit Card,01-Mar-22,Cevahir AVM,365.94,25-34
I102541,C369611,Female,55,Cosmetics,3,121.98,Credit Card,27-Feb-21,Metropol AVM,365.94,55-64
I102543,C252688,Female,22,Souvenir,2,23.46,Credit Card,05-Mar-21,Kanyon,46.92,18-24
I102569,C162413,Male,43,Cosmetics,4,162.64,Credit Card,24-Nov-22,Zorlu Center,650.56,35-44
I102607,C905205,Female,65,Shoes,4,2400.68,Credit Card,28-Mar-21,Metropol AVM,9602.72,65+
I102610,C167297,Female,37,Food & Beverage,3,15.69,Credit Card,24-Mar-22,Istinye Park,47.07,35-44
I102623,C191191,Male,58,Cosmetics,4,162.64,Credit Card,27-Aug-22,Zorlu Center,650.56,55-64
I102641,C148509,Male,52,Cosmetics,4,162.64,Credit Card,23-Jun-22,Mall of Istanbul,650.56,45-54
I102642,C626080,Male,43,Shoes,2,1200.34,Credit Card,01-Feb-23,Viaport Outlet,2400.68,35-44
I102645,C156538,Male,46,Books,1,15.15,Credit Card,14-Oct-21,Kanyon,15.15,45-54
I102656,C317978,Male,43,Books,5,75.75,Credit Card,20-Jul-21,Metrocity,378.75,35-44
I102677,C149751,Male,20,Shoes,3,1800.51,Credit Card,05-Apr-22,Emaar Square Mall,5401.53,18-24
I102691,C253781,Female,35,Souvenir,3,35.19,Credit Card,06-Oct-21,Metropol AVM,105.57,35-44
I102703,C110600,Female,40,Technology,5,5250,Credit Card,11-Oct-22,Mall of Istanbul,26250,35-44
I102716,C231411,Female,27,Toys,3,107.52,Credit Card,15-Nov-22,Metrocity,322.56,25-34
I102721,C102359,Male,57,Toys,3,107.52,Credit Card,09-Jul-22,Metrocity,322.56,55-64
I102751,C224224,Female,67,Technology,2,2100,Credit Card,28-Sep-22,Metrocity,4200,65+
I102760,C158547,Female,64,Food & Beverage,1,5.23,Credit Card,02-Sep-21,Viaport Outlet,5.23,55-64
I102767,C203666,Female,20,Cosmetics,5,203.3,Credit Card,07-Jan-22,Viaport Outlet,1016.5,18-24
I102773,C287506,Female,35,Cosmetics,1,40.66,Credit Card,05-Jan-23,Kanyon,40.66,35-44
I102792,C766287,Male,35,Souvenir,1,11.73,Credit Card,17-Jul-22,Kanyon,11.73,35-44
I102797,C129206,Male,52,Cosmetics,2,81.32,Credit Card,12-Jan-23,Mall of Istanbul,162.64,45-54
I102800,C211156,Female,40,Shoes,1,600.17,Credit Card,02-Jan-22,Viaport Outlet,600.17,35-44
I102818,C156505,Male,57,Toys,1,35.84,Credit Card,12-Jan-21,Emaar Square Mall,35.84,55-64
I102873,C994454,Female,25,Toys,4,143.36,Credit Card,24-Aug-22,Mall of Istanbul,573.44,25-34
I102876,C283599,Female,18,Cosmetics,3,121.98,Credit Card,27-Feb-23,Mall of Istanbul,365.94,18-24
I102884,C121907,Female,45,Toys,5,179.2,Credit Card,22-Mar-21,Metrocity,896,45-54
I102893,C264654,Male,66,Cosmetics,5,203.3,Credit Card,03-Aug-22,Kanyon,1016.5,65+
I102905,C318145,Female,42,Food & Beverage,5,26.15,Credit Card,07-Nov-21,Kanyon,130.75,35-44
I102925,C217020,Female,27,Cosmetics,5,203.3,Credit Card,13-Jan-23,Metrocity,1016.5,25-34
I102928,C211300,Male,60,Cosmetics,1,40.66,Credit Card,04-Mar-21,Mall of Istanbul,40.66,55-64
I102960,C131004,Female,34,Technology,3,3150,Credit Card,25-Jan-21,Mall of Istanbul,9450,25-34
I102977,C316330,Female,30,Souvenir,4,46.92,Credit Card,30-Oct-22,Metropol AVM,187.68,25-34
I102979,C628682,Female,35,Souvenir,3,35.19,Credit Card,23-Jan-22,Mall of Istanbul,105.57,35-44
I102990,C296573,Male,22,Shoes,5,3000.85,Credit Card,20-Jul-22,Kanyon,15004.25,18-24
I102991,C397967,Female,28,Books,3,45.45,Credit Card,12-Oct-21,Metrocity,136.35,25-34
I102999,C295992,Male,34,Toys,3,107.52,Credit Card,17-Aug-21,Metrocity,322.56,25-34
I103002,C245635,Female,62,Food & Beverage,2,10.46,Credit Card,03-Jul-21,Viaport Outlet,20.92,55-64
I103028,C243168,Female,22,Toys,4,143.36,Credit Card,24-Aug-21,Zorlu Center,573.44,18-24
I103046,C208145,Female,33,Food & Beverage,1,5.23,Credit Card,26-Jan-21,Emaar Square Mall,5.23,25-34
I103055,C315737,Male,44,Cosmetics,4,162.64,Credit Card,17-Jul-22,Metrocity,650.56,35-44
I103056,C258161,Male,34,Food & Beverage,4,20.92,Credit Card,18-May-22,Mall of Istanbul,83.68,25-34
I103062,C232094,Female,53,Food & Beverage,5,26.15,Credit Card,11-Feb-23,Kanyon,130.75,45-54
I103065,C205710,Male,31,Books,2,30.3,Credit Card,14-Mar-21,Mall of Istanbul,60.6,25-34
I103082,C286580,Female,33,Books,3,45.45,Credit Card,12-Oct-22,Metrocity,136.35,25-34
I100014,C138893,Male,55,Cosmetics,5,203.3,Cash,18-Jun-21,Viaport Outlet,1016.5,55-64
I100027,C150002,Female,19,Technology,4,4200,Cash,18-May-22,Mall of Istanbul,16800,18-24
I100041,C326923,Female,50,Cosmetics,3,121.98,Cash,24-Jul-22,Mall of Istanbul,365.94,45-54
I100082,C357288,Female,44,Souvenir,2,23.46,Cash,31-Dec-21,Cevahir AVM,46.92,35-44
I100094,C246470,Female,68,Toys,2,71.68,Cash,18-Dec-21,Metropol AVM,143.36,65+
I100116,C235320,Female,60,Cosmetics,3,121.98,Cash,18-Nov-22,Metropol AVM,365.94,55-64
I100137,C233463,Male,35,Shoes,5,3000.85,Cash,16-May-21,Mall of Istanbul,15004.25,35-44
I100148,C200488,Male,52,Shoes,4,2400.68,Cash,16-Apr-22,Zorlu Center,9602.72,45-54
I100149,C193896,Female,65,Food & Beverage,5,26.15,Cash,17-Nov-21,Mall of Istanbul,130.75,65+
I100168,C135319,Male,43,Shoes,4,2400.68,Cash,15-Nov-21,Zorlu Center,9602.72,35-44
I100173,C190374,Female,69,Food & Beverage,1,5.23,Cash,18-May-21,Metropol AVM,5.23,65+
I100184,C131276,Female,32,Cosmetics,2,81.32,Cash,18-Sep-22,Kanyon,162.64,25-34
I100199,C275614,Female,31,Books,5,75.75,Cash,25-Feb-22,Istinye Park,378.75,25-34
I100200,C948033,Male,24,Toys,4,143.36,Cash,28-Jul-21,Metrocity,573.44,18-24
I100201,C982027,Male,57,Souvenir,5,58.65,Cash,20-Mar-21,Istinye Park,293.25,55-64
I100216,C145243,Male,27,Cosmetics,1,40.66,Cash,09-Mar-22,Mall of Istanbul,40.66,25-34
I100218,C205490,Male,37,Food & Beverage,1,5.23,Cash,15-Oct-22,Kanyon,5.23,35-44
I100227,C364271,Female,67,Toys,3,107.52,Cash,13-May-22,Metrocity,322.56,65+
I100251,C228482,Female,36,Souvenir,4,46.92,Cash,29-May-22,Metropol AVM,187.68,35-44
I100273,C291963,Female,67,Toys,5,179.2,Cash,10-May-21,Cevahir AVM,896,65+
I100293,C991830,Female,28,Food & Beverage,3,15.69,Cash,28-Nov-22,Kanyon,47.07,25-34
I100294,C277127,Male,52,Food & Beverage,3,15.69,Cash,12-Dec-22,Istinye Park,47.07,45-54
I100308,C104593,Male,18,Food & Beverage,1,5.23,Cash,11-Jul-22,Mall of Istanbul,5.23,18-24
I100310,C183161,Female,46,Cosmetics,4,162.64,Cash,22-Apr-22,Mall of Istanbul,650.56,45-54
I100313,C144410,Female,64,Cosmetics,4,162.64,Cash,17-Nov-22,Metrocity,650.56,55-64
I100316,C248553,Male,40,Shoes,2,1200.34,Cash,13-Dec-22,Cevahir AVM,2400.68,35-44
I100336,C202040,Female,39,Food & Beverage,1,5.23,Cash,01-Aug-22,Metropol AVM,5.23,35-44
I100338,C779694,Male,62,Food & Beverage,2,10.46,Cash,29-Jun-22,Viaport Outlet,20.92,55-64
I100358,C339237,Female,21,Cosmetics,5,203.3,Cash,22-Sep-21,Metrocity,1016.5,18-24
I100361,C224357,Female,26,Food & Beverage,5,26.15,Cash,29-Jun-21,Viaport Outlet,130.75,25-34
I100367,C268495,Male,61,Food & Beverage,5,26.15,Cash,22-Nov-21,Kanyon,130.75,55-64
I100387,C234074,Female,21,Food & Beverage,2,10.46,Cash,16-May-21,Mall of Istanbul,20.92,18-24
I100399,C250107,Female,46,Food & Beverage,5,26.15,Cash,01-Feb-22,Mall of Istanbul,130.75,45-54
I100408,C128638,Female,37,Toys,3,107.52,Cash,09-Aug-21,Kanyon,322.56,35-44
I100425,C386315,Female,52,Cosmetics,1,40.66,Cash,29-Aug-21,Metropol AVM,40.66,45-54
I100426,C133701,Female,47,Cosmetics,3,121.98,Cash,24-Dec-22,Istinye Park,365.94,45-54
I100434,C295965,Male,61,Cosmetics,4,162.64,Cash,14-Jul-21,Mall of Istanbul,650.56,55-64
I100441,C202089,Female,43,Cosmetics,3,121.98,Cash,09-Sep-22,Istinye Park,365.94,35-44
I100455,C191387,Female,56,Souvenir,5,58.65,Cash,04-Sep-22,Metropol AVM,293.25,55-64
I100462,C363980,Female,46,Souvenir,5,58.65,Cash,04-Jan-21,Metropol AVM,293.25,45-54
I100472,C176862,Male,43,Cosmetics,1,40.66,Cash,01-Sep-21,Mall of Istanbul,40.66,35-44
I100487,C213360,Female,22,Cosmetics,4,162.64,Cash,19-Feb-21,Kanyon,650.56,18-24
I100498,C498727,Female,63,Technology,5,5250,Cash,03-Feb-23,Cevahir AVM,26250,55-64
I100504,C703075,Female,59,Shoes,2,1200.34,Cash,31-Mar-21,Mall of Istanbul,2400.68,55-64
I100541,C155234,Female,65,Souvenir,2,23.46,Cash,10-May-21,Istinye Park,46.92,65+
I100543,C193964,Female,52,Food & Beverage,2,10.46,Cash,05-Mar-22,Mall of Istanbul,20.92,45-54
I100550,C123577,Female,38,Souvenir,5,58.65,Cash,22-Nov-22,Cevahir AVM,293.25,35-44
I100578,C108143,Female,67,Shoes,4,2400.68,Cash,28-Feb-23,Zorlu Center,9602.72,65+
I100580,C131158,Female,68,Toys,3,107.52,Cash,14-Sep-22,Cevahir AVM,322.56,65+
I100593,C240318,Male,23,Technology,2,2100,Cash,11-Jun-21,Mall of Istanbul,4200,18-24
I100601,C180415,Male,49,Toys,4,143.36,Cash,09-Jun-22,Mall of Istanbul,573.44,45-54
I100611,C234086,Male,55,Toys,3,107.52,Cash,21-Mar-22,Metropol AVM,322.56,55-64
I100614,C261517,Female,41,Cosmetics,5,203.3,Cash,11-Jul-21,Cevahir AVM,1016.5,35-44
I100617,C745941,Male,56,Books,5,75.75,Cash,06-Jul-22,Zorlu Center,378.75,55-64
I100656,C337441,Female,54,Cosmetics,2,81.32,Cash,18-Feb-23,Metropol AVM,162.64,45-54
I100659,C562791,Male,27,Souvenir,3,35.19,Cash,14-Jul-21,Emaar Square Mall,105.57,25-34
I100663,C322131,Female,41,Food & Beverage,5,26.15,Cash,26-Sep-21,Mall of Istanbul,130.75,35-44
I100666,C996052,Female,62,Books,2,30.3,Cash,02-Apr-22,Metrocity,60.6,55-64
I100682,C134970,Male,58,Toys,4,143.36,Cash,22-Mar-21,Istinye Park,573.44,55-64
